Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max,PSNR(dB),SSIM,VIF,Compression Ratio (%)
misato,1ZTLWMSN,10024,0,4,0,1.4,1.3,3,5,40,0,32.19115139683878,0.9374632307887076,1.2371852617945762,57.32270613634345
misato,G2QK3YK3,13112,0,4,0,1.4,1.3,3,5,40,0,32.33883429578706,0.9416862478852271,1.2336070091721405,56.82575962767096
misato,4K86NO8S,16200,0,4,0,1.4,1.3,3,5,40,0,32.45585668816465,0.9444444984197616,1.2284082033501726,56.47142631846257
misato,30JJ3OKV,20000,0,4,0,1.4,1.3,3,5,40,0,32.58138383829796,0.9471926286816597,1.222035617931266,56.143969674626106
misato,FR0AOVKD,576,8,4,0,1.4,1.3,3,5,40,0,29.665433113913377,0.6931187838315964,1.4240103177249028,71.79161229335641
misato,KUDUYIRF,3848,8,4,0,1.4,1.3,3,5,40,0,31.617851930734705,0.9120798221230508,1.227257203200419,59.60837942620342
misato,8PM0CV3V,6936,8,4,0,1.4,1.3,3,5,40,0,31.97613510016746,0.9296926656365394,1.2376534235701788,58.13242572966638
misato,PN9Y0P4C,10024,8,4,0,1.4,1.3,3,5,40,0,32.1911032089769,0.9374715065956116,1.2361310408385286,57.32875528233614
misato,A3UB1ULO,13112,8,4,0,1.4,1.3,3,5,40,0,32.33766734064482,0.9416445583105088,1.232868827427902,56.83416016583636
misato,SF7JBMGR,16200,8,4,0,1.4,1.3,3,5,40,0,32.45685948138028,0.9444577896595,1.2284379750156458,56.47047817645745
misato,B0OSJLDU,20000,8,4,0,1.4,1.3,3,5,40,0,32.581822017239034,0.9471923691034316,1.2223020409596546,56.14760421897908
misato,9F7SD4GA,576,17,4,0,1.4,1.3,3,5,40,0,29.65893722818348,0.6922729220986367,1.416765690714274,71.83015110539137
misato,P31OU7PJ,3848,17,4,0,1.4,1.3,3,5,40,0,31.616332037381493,0.9120155915617942,1.226817659011887,59.60875868300547
misato,CN7N4S7N,6936,17,4,0,1.4,1.3,3,5,40,0,31.97805575912972,0.9297744113206864,1.2371516927788755,58.12704028307728
misato,S29SXML8,10024,17,4,0,1.4,1.3,3,5,40,0,32.19120558148985,0.9374880343675612,1.2361899777674898,57.32392607905672
misato,B989P0ZB,13112,17,4,0,1.4,1.3,3,5,40,0,32.33760679898948,0.9416519209742548,1.2332439183164905,56.83003258764071
misato,40X3C9FP,16200,17,4,0,1.4,1.3,3,5,40,0,32.4568772497498,0.9444566595554352,1.2284514897389562,56.472285967213885
misato,5LC9M9GO,20000,17,4,0,1.4,1.3,3,5,40,0,32.579779012541934,0.947146615087986,1.2223824707556126,56.15204784450977
misato,KLKQ2TUW,576,25,4,0,1.4,1.3,3,5,40,0,29.6617831433932,0.6932210275530815,1.419361178259503,71.83576410606169
misato,31N5P4BR,3848,25,4,0,1.4,1.3,3,5,40,0,31.61975688881648,0.9121201452612876,1.2276985495120996,59.60242509441124
misato,U133L1R5,6936,25,4,0,1.4,1.3,3,5,40,0,31.97523953342952,0.9296999275684356,1.237594542837342,58.123759711739545
misato,A362QYTA,10024,25,4,0,1.4,1.3,3,5,40,0,32.19077318459951,0.937504984140396,1.2375648790010196,57.32503856567607
misato,ZUX57F8Y,13112,25,4,0,1.4,1.3,3,5,40,0,32.338607654084406,0.9416748458147048,1.2329332512676614,56.82477988093233
misato,KDPTJCEV,16200,25,4,0,1.4,1.3,3,5,40,0,32.45421185917901,0.9444098263978958,1.2285436714501856,56.475642389912025
misato,T24GPTJQ,20000,25,4,0,1.4,1.3,3,5,40,0,32.579633910600634,0.9471439865231512,1.2227186366441982,56.1545699022434
misato,H0NPNX9R,576,33,4,0,1.4,1.3,3,5,40,0,29.65788214265769,0.6922258228063584,1.4189399563876537,71.81493026573577
misato,K27HNU3S,3848,33,4,0,1.4,1.3,3,5,40,0,31.619800565072055,0.9121661189198494,1.2261054077429556,59.59009292739792
misato,T615QMTD,6936,33,4,0,1.4,1.3,3,5,40,0,31.97553029231507,0.929700746834278,1.2374299472672818,58.131319563993735
misato,3OW5ST45,10024,33,4,0,1.4,1.3,3,5,40,0,32.19053043408504,0.937467440366745,1.2365452080551105,57.3184521392138
misato,3GV7MH42,13112,33,4,0,1.4,1.3,3,5,40,0,32.337180976704005,0.9416418051719666,1.2335075798849806,56.83137262834129
misato,QHZ7CIB0,16200,33,4,0,1.4,1.3,3,5,40,0,32.45599207619994,0.944428867995739,1.2281468118636305,56.47232389289408
misato,GDIO3Z50,20000,33,4,0,1.4,1.3,3,5,40,0,32.58120226849786,0.9471902421116828,1.222345871392716,56.14456384361599
misato,GA9DR2OX,576,42,4,0,1.4,1.3,3,5,40,0,29.6577965663662,0.6926786226034164,1.4204174092663118,71.9219628562209
misato,OBMTMV9W,3848,42,4,0,1.4,1.3,3,5,40,0,31.61884718473388,0.9121820282936096,1.2276017902427163,59.60255151334526
misato,HW6L7TT7,6936,42,4,0,1.4,1.3,3,5,40,0,31.97517038209206,0.9296905815601348,1.2378323165207668,58.12765341490726
misato,A8EA825Q,10024,42,4,0,1.4,1.3,3,5,40,0,32.18983341881482,0.9374380433559416,1.23666311412094,57.32801573157216
misato,XXSV79J5,13112,42,4,0,1.4,1.3,3,5,40,0,32.33779792866776,0.941652801334858,1.2329781361784602,56.830177969414834
misato,VQQTKYJI,16200,42,4,0,1.4,1.3,3,5,40,0,32.45443536871316,0.94439161747694,1.2283756365470286,56.47399894376981
misato,AIK8LCC6,20000,42,4,0,1.4,1.3,3,5,40,0,32.58205415287185,0.9472072497010232,1.222674836979102,56.14279397853975
misato,H22XIO51,576,50,4,0,1.4,1.3,3,5,40,0,29.655105034497574,0.6919235879182816,1.4202489697025769,71.78554418452362
misato,W2EXHB16,3848,50,4,0,1.4,1.3,3,5,40,0,31.61710003948748,0.9120666664838792,1.227668565908954,59.61947900861008
misato,A5U509GT,6936,50,4,0,1.4,1.3,3,5,40,0,31.97370432930669,0.929597008228302,1.2376554109111488,58.14270990994863
misato,V2WNC7D8,10024,50,4,0,1.4,1.3,3,5,40,0,32.19104759887943,0.9374761697649956,1.2366009091364214,57.31965311908696
misato,8N4IEX37,13112,50,4,0,1.4,1.3,3,5,40,0,32.338335761199595,0.9416613134741784,1.232885589867511,56.82082928924432
misato,8DJX4IPB,16200,50,4,0,1.4,1.3,3,5,40,0,32.455924338872784,0.9444257861375808,1.2287507322583122,56.470035710188384
misato,Z5XWZ66E,20000,50,4,0,1.4,1.3,3,5,40,0,32.582784120938015,0.9472003343701364,1.2226943741716767,56.14393174894591
duck,DG4Q26FS,576,0,4,0,1.4,1.3,3,5,40,0,29.9143534873582,0.6947075673937797,1.967210756906804,80.02715478702676
duck,L7FIFOOH,3848,0,4,0,1.4,1.3,3,5,40,0,32.47278622161057,0.8877797228097916,1.3530038338691477,71.01488172086509
duck,LMSINNNY,6936,0,4,0,1.4,1.3,3,5,40,0,33.22958124844731,0.92328640460968,1.2820348060530806,69.62790799103563
duck,IFO2W3ZP,10024,0,4,0,1.4,1.3,3,5,40,0,33.61825225781942,0.9379651600122452,1.2516900689547423,68.87565212416995
duck,NOJNZ2E4,13112,0,4,0,1.4,1.3,3,5,40,0,33.890364956029885,0.946697779595852,1.2338534193423742,68.31586276339779
duck,PEZOE01H,16200,0,4,0,1.4,1.3,3,5,40,0,34.10263585645168,0.9524444249272348,1.2217647908814144,67.80741213172979
duck,2ED6MVNM,20000,0,4,0,1.4,1.3,3,5,40,0,34.31631553983657,0.9574988344311716,1.2109512906949094,67.16981191707046
duck,KJST0ZKH,576,8,4,0,1.4,1.3,3,5,40,0,29.93388252385343,0.6951377364993095,1.9586589522621636,79.92700570749882
duck,J7M90N69,3848,8,4,0,1.4,1.3,3,5,40,0,32.4717903688768,0.8877357497811318,1.3549885396238537,71.01899665716735
duck,CS8HQSQ4,6936,8,4,0,1.4,1.3,3,5,40,0,33.228760310033984,0.9232631620764732,1.2822607587723365,69.63226312331251
duck,FVYWPAFQ,10024,8,4,0,1.4,1.3,3,5,40,0,33.62202654056135,0.938134114444256,1.2512592737182886,68.86886342741325
duck,AN4D9419,13112,8,4,0,1.4,1.3,3,5,40,0,33.88878765811298,0.9467083096504212,1.2338923681612863,68.31887153402741
duck,GRQMKBDG,16200,8,4,0,1.4,1.3,3,5,40,0,34.105652763478105,0.952527925670147,1.221366506160387,67.80013672207713
duck,KQIVY5E5,20000,8,4,0,1.4,1.3,3,5,40,0,34.31439581913962,0.9574780932068824,1.211133823107762,67.17376882970515
duck,S2PPSZBB,576,17,4,0,1.4,1.3,3,5,40,0,29.926698680340355,0.6947673028707504,1.970131463889596,79.98047459564114
duck,4THM5CCX,3848,17,4,0,1.4,1.3,3,5,40,0,32.46853935633996,0.8875285372138023,1.355281579327417,71.01742274143884
duck,WNOKIPPN,6936,17,4,0,1.4,1.3,3,5,40,0,33.2220111264302,0.9229647839069366,1.2830573937449483,69.6451515336355
duck,P3ERFV5I,10024,17,4,0,1.4,1.3,3,5,40,0,33.62617908022811,0.9382260045409204,1.2512251641486407,68.86751074481927
duck,DDKEFHTP,13112,17,4,0,1.4,1.3,3,5,40,0,33.891986791906206,0.9467935863137246,1.2338561325878723,68.30390353223983
duck,AA680Z1E,16200,17,4,0,1.4,1.3,3,5,40,0,34.10715179150528,0.9525516065955162,1.2214587119742677,67.80391664820425
duck,BQAY3I4C,20000,17,4,0,1.4,1.3,3,5,40,0,34.316821032865136,0.957499876320362,1.2111585321798404,67.1665376666794
duck,A4UING54,576,25,4,0,1.4,1.3,3,5,40,0,29.94246266036765,0.6960590279102326,1.959686553264528,79.95139824081731
duck,Z9ZTX8I7,3848,25,4,0,1.4,1.3,3,5,40,0,32.47674757459254,0.8879970034956932,1.3538278050129469,71.0050020811717
duck,X3VZA0NO,6936,25,4,0,1.4,1.3,3,5,40,0,33.22636413052921,0.9230966395139696,1.2822794055627569,69.62886245398747
duck,5Q0JN1T4,10024,25,4,0,1.4,1.3,3,5,40,0,33.62101188645858,0.9380798724293709,1.2520022791427563,68.8769289554035
duck,YLY8L9N2,13112,25,4,0,1.4,1.3,3,5,40,0,33.89304540897007,0.9468263867497444,1.233607447845471,68.3067416373085
duck,K9HTASKE,16200,25,4,0,1.4,1.3,3,5,40,0,34.10709072873156,0.9525657778978348,1.2211090964542544,67.80258292845036
duck,G0NUTF02,20000,25,4,0,1.4,1.3,3,5,40,0,34.3188045043613,0.9575378796458244,1.2109765673206667,67.16675257886723
duck,LV8CUHLD,576,33,4,0,1.4,1.3,3,5,40,0,29.922853418891027,0.6954845035076141,1.966557686955432,79.96201111032802
duck,EV518G3G,3848,33,4,0,1.4,1.3,3,5,40,0,32.46364122752348,0.8873732784390449,1.3542471407574117,71.0163797852332
duck,1SHFCD7W,6936,33,4,0,1.4,1.3,3,5,40,0,33.227799042276786,0.9231004083156584,1.2825063022031318,69.63450073844459
duck,G7966EB4,10024,33,4,0,1.4,1.3,3,5,40,0,33.62117965222516,0.9381255063414574,1.2515514386117343,68.87108207970525
duck,ECOQC3UX,13112,33,4,0,1.4,1.3,3,5,40,0,33.89123586361827,0.9467600801587104,1.233537232494137,68.3097883336183
duck,7OYK36CK,16200,33,4,0,1.4,1.3,3,5,40,0,34.10369919779649,0.9524503183364867,1.2214937021757974,67.8135244871895
duck,IDQYLUCO,20000,33,4,0,1.4,1.3,3,5,40,0,34.31608415975488,0.9575040170550346,1.2112740602030987,67.17194839705533
duck,EBY27YLX,576,42,4,0,1.4,1.3,3,5,40,0,29.933203370198243,0.6953785282373428,1.971566896872949,79.94568410499978
duck,1ATPQKS5,3848,42,4,0,1.4,1.3,3,5,40,0,32.47080137812844,0.8877089351415635,1.3534159632620573,71.01715094073069
duck,7GT3MSTR,6936,42,4,0,1.4,1.3,3,5,40,0,33.23309016094325,0.9233826649188996,1.2821132279321426,69.63616314742691
duck,L9AOK5FB,10024,42,4,0,1.4,1.3,3,5,40,0,33.622153378874074,0.9381719979643822,1.2517519026467812,68.8691541909615
duck,BDH815W9,13112,42,4,0,1.4,1.3,3,5,40,0,33.891134463411554,0.9467883226275444,1.2340570909511634,68.31405497264136
duck,NTW0LZ23,16200,42,4,0,1.4,1.3,3,5,40,0,34.10557079389094,0.952470534145832,1.2216100183552987,67.8111351693366
duck,7NITYQ9R,20000,42,4,0,1.4,1.3,3,5,40,0,34.316060452427294,0.9575128769874572,1.2111697388295168,67.16954643730901
duck,DT6E6NWN,576,50,4,0,1.4,1.3,3,5,40,0,29.91880106062498,0.6945738664269447,1.962402219677833,80.03788775452477
duck,H26D267Q,3848,50,4,0,1.4,1.3,3,5,40,0,32.473089182697684,0.8878564041852951,1.3546780081590988,71.00576059477581
duck,EZ0BSDE5,6936,50,4,0,1.4,1.3,3,5,40,0,33.22667257807446,0.9230856356024744,1.2823626093503129,69.63414044448265
duck,GT9YSZ4D,10024,50,4,0,1.4,1.3,3,5,40,0,33.62287765772759,0.9381587690114976,1.2516789460955424,68.86493811951203
duck,TH1WPJA6,13112,50,4,0,1.4,1.3,3,5,40,0,33.89007257078306,0.9467666876316072,1.2339348651438744,68.31229142851184
