Sequence,Video ID,PSNR(dB),SSIM,Cbleed,Ringing,Blurring,VIF,Compression Ratio (%)
referee,7EXLZ561,36.93817063036253,0.9732329493761063,86.26071563826191,14.745382249626427,3.9952083924321533,5.850892386831276,76.6514848061824
referee,HSO0BKGN,32.9282565036854,0.8882075873017311,94.18947741488235,21.67949157214119,8.310817083984334,5.994351526331018,87.87449633906569
referee,P3S2Q6IW,36.92830191144616,0.9730633941292762,86.34187459490732,14.703500839469111,3.99621924627448,5.84961480758102,76.68035889071177
referee,3NCWHC8L,36.18977449319992,0.9604153850674629,90.25865418595681,19.861173104659837,4.308212724657861,5.953139742476853,79.58236240958281
referee,GOORJ507,37.226935774104604,0.9759171462059021,84.72912292269484,12.595404901554042,3.954753810699492,5.7734319404256675,75.9259222972343
referee,0UICEJXK,36.19148133909624,0.9604599305987358,90.25175930748455,19.870229174535393,4.308204530890574,5.952043858506949,79.59218516075589
referee,IF7KYHQA,32.97821146664554,0.893136251270771,93.33717569806134,21.831337850036803,6.803968965789828,6.022769111689817,86.54733140691947
referee,J5AACQU0,36.93318486044268,0.9731167298555374,86.31278244960458,14.647074414850861,3.995682807307211,5.8487151781121405,76.66953742995996
referee,S918UIF0,36.919734356432976,0.9728973484039307,86.44098573133682,14.709264135371392,3.998301891779093,5.848595618730712,76.73660899540246
referee,8XL4T6NI,36.93421729483422,0.9731731906533241,86.26903033251348,14.776646651108964,3.9968854762100428,5.851583060860337,76.6690886427442
referee,850NVRF6,36.20088769694229,0.9610162901878357,90.02028380594135,19.114960295858804,4.253237070400534,5.936601785140173,79.44261891992087
referee,ASHKFAPH,37.22707249236887,0.975929299890995,84.71707214626738,12.600091545098952,3.9555536666671185,5.773084622556587,75.93016997341726
referee,3HMEQVBP,32.974722061942146,0.8934096902608871,93.2239478081597,21.793128050103988,6.812145951786498,6.0199879533179015,86.51187721687452
referee,MSCM6P0T,33.00480694246074,0.8932847651839256,91.15277926311734,21.8077305721431,6.8362872476804855,6.011760108828449,86.68096254112172
referee,HYXPRG2B,37.23260945351866,0.976005097925663,84.67781051552856,12.712520234784712,3.9558814630416594,5.777688444412295,75.90276866946917
referee,T7N7WKI6,33.002410420650996,0.8931497594714165,91.07261894169555,21.83593261500147,6.8421065828866965,6.011373172260802,86.67105761764151
referee,1P7PG2WJ,33.00648094319099,0.8932041826844216,90.57854580078121,21.817925158816077,6.848487995720539,6.012430447048612,86.6847424672488
referee,6YDGDGCP,36.21260342062568,0.961432557106018,89.99656226610722,19.10030675135133,4.24536229556373,5.937560159465022,79.3826710614102
referee,5VG33DE7,36.208316021972756,0.9611323124170303,89.97781290629823,19.099021585419145,4.249854116019509,5.9356529063786,79.4214563903665
referee,B4ZQ9POV,33.12254526216381,0.8942788165807724,91.62126899474346,21.855872171000282,6.802984262419268,6.025281763599538,86.53167442194153
referee,27GR66YV,32.97432837245509,0.8932196345925331,92.54564664110723,21.814199547178674,6.807241092190356,6.0197441591113705,86.5170603931692
referee,QV0GS1TV,37.23676890708714,0.9760224488377571,84.66448814139659,12.704798217875538,3.955790916387154,5.775837393100561,75.90015811848173
referee,7R4QVERD,33.010310279135375,0.8933851966261863,90.47738302348573,21.823613465385865,6.820444610617807,6.011813375289352,86.73070207071054
referee,75RXZCWY,32.98263177056207,0.8929899582266807,92.96036079764663,21.835663809604394,6.812275721418039,6.021037404353142,86.59502294977723
referee,DTJBJD8M,32.946204207461086,0.888323480784893,93.19077117211611,21.68908601520503,8.326652868281531,5.993470874324846,87.92622696686529
referee,KNVIXHLR,36.23176586593447,0.9618296593427658,89.92168782552079,19.127800100458238,4.241036341510815,5.938968232381687,79.3032926127412
