Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max
duck,JNTE4974,2605,12,4,0,1.4,1.3,3,5,40,0
duck,AJ4WDCLF,4634,12,4,0,1.4,1.3,3,5,40,0
duck,YUOA82A0,6663,12,4,0,1.4,1.3,3,5,40,0
duck,7R3VRVM7,8692,12,4,0,1.4,1.3,3,5,40,0
duck,EKAWHP9V,10721,12,4,0,1.4,1.3,3,5,40,0
duck,YB3NXFQN,12750,12,4,0,1.4,1.3,3,5,40,0
duck,M8C5P0MP,14779,12,4,0,1.4,1.3,3,5,40,0
duck,4CV02G0L,16808,12,4,0,1.4,1.3,3,5,40,0
duck,KT6XJJD4,20000,12,4,0,1.4,1.3,3,5,40,0
duck,MTUH03FM,576,25,4,0,1.4,1.3,3,5,40,0
duck,UDL6K2BD,2605,25,4,0,1.4,1.3,3,5,40,0
duck,LIDXRCUF,4634,25,4,0,1.4,1.3,3,5,40,0
duck,NIE90DO3,6663,25,4,0,1.4,1.3,3,5,40,0
duck,KSMSQB3J,8692,25,4,0,1.4,1.3,3,5,40,0
duck,1AG0ALKQ,10721,25,4,0,1.4,1.3,3,5,40,0
duck,P1NPUH0B,12750,25,4,0,1.4,1.3,3,5,40,0
duck,00INCKWS,14779,25,4,0,1.4,1.3,3,5,40,0
duck,5PRDVDV2,16808,25,4,0,1.4,1.3,3,5,40,0
duck,49JSAKS8,20000,25,4,0,1.4,1.3,3,5,40,0
duck,LBGOW5S2,576,37,4,0,1.4,1.3,3,5,40,0
duck,X4761A4G,2605,37,4,0,1.4,1.3,3,5,40,0
duck,C75BYLSW,4634,37,4,0,1.4,1.3,3,5,40,0
duck,7UXPP8IR,6663,37,4,0,1.4,1.3,3,5,40,0
duck,LGA7VETB,8692,37,4,0,1.4,1.3,3,5,40,0
duck,SL9KB5UY,10721,37,4,0,1.4,1.3,3,5,40,0
duck,WFOVZW4Q,12750,37,4,0,1.4,1.3,3,5,40,0
duck,VUE6N8OM,14779,37,4,0,1.4,1.3,3,5,40,0
duck,038F5M4C,16808,37,4,0,1.4,1.3,3,5,40,0
duck,059VZ17I,20000,37,4,0,1.4,1.3,3,5,40,0
duck,1SQXC6X5,576,50,4,0,1.4,1.3,3,5,40,0
duck,TNQNK2OI,2605,50,4,0,1.4,1.3,3,5,40,0
duck,V5VZNVQH,4634,50,4,0,1.4,1.3,3,5,40,0
duck,569VYFZM,6663,50,4,0,1.4,1.3,3,5,40,0
duck,XJBEJRMW,8692,50,4,0,1.4,1.3,3,5,40,0
duck,XDYGFVDZ,10721,50,4,0,1.4,1.3,3,5,40,0
duck,UCYTGIQS,12750,50,4,0,1.4,1.3,3,5,40,0
duck,VBYWY9EJ,14779,50,4,0,1.4,1.3,3,5,40,0
duck,8U6IOXS3,16808,50,4,0,1.4,1.3,3,5,40,0
duck,5UCDYZXL,20000,50,4,0,1.4,1.3,3,5,40,0
